-1.287691036e-30 -6.32743003e-30
3.817325207e-30 -9.177751302e-30
-1.287691036e-30 -6.32743003e-30
-1.717078107e-30 -9.693760654e-30
-1.68830416e-30 2.164838498e-29
-3.389929289e-30 -1.437336638e-29
2.168532717e-32 6.171670603e-31
-4.449857267e-30 -6.857089809e-30
-9.741916277e-30 -7.517051112e-30
-1.536140558e-29 2.441889553e-29
-1.50352652e-29 1.83996297e-29
9.554703488e-30 -1.588958604e-29
9.554703488e-30 -1.588958604e-29
-1.667670582e-30 -2.300400663e-30
-1.788032527e-30 -3.651483833e-30
-5.434230517e-30 1.658319354e-30
-1.193670665e-29 -5.489975631e-30
1.596084008e-29 2.134872171e-29
-2.240563349e-29 2.032882481e-29
-1.193670665e-29 -5.489975631e-30
-4.316487161e-30 -1.831416741e-29
-2.590638132e-29 -1.564797412e-29
-2.975322791e-29 2.618933168e-29
-7.594460228e-30 -2.71690833e-29
5.80671803 -5.489975631e-30
-1.667670582e-30 -2.300400663e-30
8.05427704e-31 -1.181409064e-30
-1.579773672e-30 4.302724591e-31
0.4418566246 -2.602833621
0.4418566246 -2.602833621
0 81.69914155
1.431348945e-29 2.144250869e-29
42.01794462 -1.963339957
-7.594460228e-30 -2.71690833e-29
3.28607537e-30 -4.184023825e-29
1.727578115e-29 -2.029371883e-29
-2.240563349e-29 2.032882481e-29
-2.975322791e-29 2.618933168e-29
9.951559864 -3.332370432
1.997674405e-29 -1.945464893e-29
39.4426242 -5.721578355
1.431348945e-29 2.144250869e-29
-7.594460228e-30 -2.71690833e-29
-39.50162536 56.15720453
0 121.2726997
-39.50162536 56.15720453
9.328697122 -15.75703027
9.328697122 -15.75703027
-8.131711099e-31 -2.802463921e-31
8.05427704e-31 -1.181409064e-30
-1.852798679e-30 -5.958757151e-31
0.4418566246 -2.602833621
-12.39300304 -8.150777178
-20.30940831 14.10924775
2.649518706 71.7735929
-9.621973881 73.11141309
-7.246355914 42.01211345
4.778573376e-29 2.53629722e-29
53.04017135 -4.352657885
42.04078767 -2.088786015
-6.693778938e-31 8.543063072e-32
10.18410236 27.11339859
1.997674405e-29 -1.945464893e-29
2.283902486e-29 -2.227020573e-29
40.53006157 8.035862748
62.030006 5.401289925
38.83356589 -14.46707155
2.423206653e-29 -1.576142716e-29
2.388336755e-29 -1.170250069e-29
38.3683665 -18.6346134
71.41371302 -1.103711595
71.27078959 1.659194794
71.27078959 1.659194794
-46.01008436 114.9167493
-15.099566 5.779491147
-48.89162695 25.3396623
-15.099566 5.779491147
-48.89162695 25.3396623
-65.96201109 55.27555935
-83.27007291 78.44564438
-74.71282591 176.9262645
-0.06297283591 -23.59310676
-3.69039173 -33.64755574
14.92550062 -36.68909716
-8.900162034e-31 1.150126932e-30
-1.852798679e-30 -5.958757151e-31
-15.099566 5.779491147
-0.4127837505 0.7474137133
0.240941252 10.64877568
1.433184094 26.9152582
22.56342667 85.41246418
6.02927349 36.27743508
22.56342667 85.41246418
53.04017135 -4.352657885
